orphanet id	name_x	Symbol	name_y	prevalence count
3138	Ulnar-mammary syndrome	TBX3	Ulnar-mammary syndrome	2
3102	Richieri Costa-Pereira syndrome	EIF4A3	Richieri Costa-Pereira syndrome	2
3086	Autosomal dominant vitreoretinochoroidopathy	BEST1	Autosomal dominant vitreoretinochoroidopathy	2
2848	Camptodactyly-arthropathy-coxa-vara-pericarditis syndrome	PRG4	Camptodactyly-arthropathy-coxa-vara-pericarditis syndrome	2
3088	Revesz syndrome	TINF2	Revesz syndrome	2
3097	Meacham syndrome	WT1	Meacham syndrome	2
3077	X-linked intellectual disability-psychosis-macroorchidism syndrome	MECP2	X-linked intellectual disability-psychosis-macroorchidism syndrome	2
3063	X-linked intellectual disability, Snyder type	SMS	X-linked intellectual disability, Snyder type	2
2886	TARP syndrome	RBM10	TARP syndrome	2
2874	Phakomatosis pigmentokeratotica	HRAS	Phakomatosis pigmentokeratotica	2
1359	Carney complex	PRKAR1A	Carney complex	2
261183	15q11.2 microdeletion syndrome	TUBG1	15q11.2 microdeletion syndrome	2
250977	AICA-ribosiduria	ATIC	AICA-ribosiduria	2
254875	Mitochondrial DNA depletion syndrome, myopathic form	TK2	Mitochondrial DNA depletion syndrome, myopathic form	2
254930	Combined oxidative phosphorylation defect type 7	MTRFR	Combined oxidative phosphorylation defect type 7	2
254925	Combined oxidative phosphorylation defect type 4	TUFM	Combined oxidative phosphorylation defect type 4	2
2697	Arthrogryposis-renal dysfunction-cholestasis syndrome	VIPAS39	Arthrogryposis-renal dysfunction-cholestasis syndrome	2
254920	Combined oxidative phosphorylation defect type 2	MRPS16	Combined oxidative phosphorylation defect type 2	2
2701	Noonan syndrome-like disorder with loose anagen hair	SHOC2	Noonan syndrome-like disorder with loose anagen hair	2
255132	Adult-onset autosomal recessive sideroblastic anemia	GLRX5	Adult-onset autosomal recessive sideroblastic anemia	2
254898	Deafness-encephaloneuropathy-obesity-valvulopathy syndrome	PDSS1	Deafness-encephaloneuropathy-obesity-valvulopathy syndrome	2
1475	Renal coloboma syndrome	PAX2	Renal coloboma syndrome	2
2717	Oculotrichoanal syndrome	FREM1	Oculotrichoanal syndrome	2
2704	Ochoa syndrome	LRIG2	Ochoa syndrome	2
255229	Navajo neurohepatopathy	MPV17	Navajo neurohepatopathy	2
2707	Oculocerebrofacial syndrome, Kaufman type	UBE3B	Oculocerebrofacial syndrome, Kaufman type	2
255235	Mitochondrial DNA depletion syndrome, encephalomyopathic form with renal tubulopathy	RRM2B	Mitochondrial DNA depletion syndrome, encephalomyopathic form with renal tubulopathy	2
2710	Oculodentodigital dysplasia	GJA1	Oculodentodigital dysplasia	2
2670	Pierson syndrome	LAMB2	Pierson syndrome	2
2662	Keipert syndrome	GPC4	Keipert syndrome	2
2721	Odonto-onycho-dermal dysplasia	WNT10A	Odonto-onycho-dermal dysplasia	2
2309	Pachyonychia congenita	KRT6B	Pachyonychia congenita	2
2250	Hyposmia-nasal and ocular hypoplasia-hypogonadotropic hypogonadism syndrome	SMCHD1	Hyposmia-nasal and ocular hypoplasia-hypogonadotropic hypogonadism syndrome	2
250972	Polymicrogyria with optic nerve hypoplasia	TUBA8	Polymicrogyria with optic nerve hypoplasia	2
2255	Pancreatic hypoplasia-diabetes-congenital heart disease syndrome	GATA6	Pancreatic hypoplasia-diabetes-congenital heart disease syndrome	2
251380	Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome	KLF1	Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome	2
251383	CK syndrome	NSDHL	CK syndrome	2
251523	Hyperzincemia and hypercalprotectinemia	PSTPIP1	Hyperzincemia and hypercalprotectinemia	2
251393	Localized junctional epidermolysis bullosa	ITGB4	Localized junctional epidermolysis bullosa	2
251274	Familial hyperaldosteronism type III	KCNJ5	Familial hyperaldosteronism type III	2
2307	IVIC syndrome	SALL4	IVIC syndrome	2
251295	Pigmented paravenous retinochoroidal atrophy	CRB1	Pigmented paravenous retinochoroidal atrophy	2
251290	Parietal foramina with clavicular hypoplasia	MSX2	Parietal foramina with clavicular hypoplasia	2
251287	Benign concentric annular macular dystrophy	IMPG1	Benign concentric annular macular dystrophy	2
251282	Autosomal dominant spastic ataxia type 1	VAMP1	Autosomal dominant spastic ataxia type 1	2
251279	Microphthalmia-retinitis pigmentosa-foveoschisis-optic disc drusen syndrome	MFRP	Microphthalmia-retinitis pigmentosa-foveoschisis-optic disc drusen syndrome	2
2728	Blepharophimosis-intellectual disability syndrome, Ohdo type	SMARCA2	Blepharophimosis-intellectual disability syndrome, Ohdo type	2
2725	Eye defects-arachnodactyly-cardiopathy syndrome	B3GALT6	Eye defects-arachnodactyly-cardiopathy syndrome	2
2570	Lethal intrauterine growth restriction-cortical malformation-congenital contractures syndrome	GPKOW	Lethal intrauterine growth restriction-cortical malformation-congenital contractures syndrome	2
2501	Metaphyseal chondrodysplasia, Spahr type	MMP13	Metaphyseal chondrodysplasia, Spahr type	2
667	Autosomal recessive malignant osteopetrosis	SNX10	Autosomal recessive malignant osteopetrosis	2
2805	Partial pancreatic agenesis	PDX1	Partial pancreatic agenesis	2
254534	Kagami-Ogata syndrome due to maternal 14q32.2 hypermethylation	RTL1	Kagami-Ogata syndrome due to maternal 14q32.2 hypermethylation	2
2802	X-linked sideroblastic anemia and spinocerebellar ataxia	ABCB7	X-linked sideroblastic anemia and spinocerebellar ataxia	2
254531	Temple syndrome due to paternal 14q32.2 hypomethylation	DLK1	Temple syndrome due to paternal 14q32.2 hypomethylation	2
2499	Metachondromatosis	PTPN11	Metachondromatosis	2
2504	Metaphyseal dysplasia-maxillary hypoplasia-brachydacty syndrome	RUNX2	Metaphyseal dysplasia-maxillary hypoplasia-brachydacty syndrome	2
2783	Autosomal dominant osteopetrosis type 1	LRP5	Autosomal dominant osteopetrosis type 1	2
2510	Micro syndrome	TBC1D20	Micro syndrome	2
2524	Pontocerebellar hypoplasia type 2	SEPSECS	Pontocerebellar hypoplasia type 2	2
2526	Microcephaly-lymphedema-chorioretinopathy syndrome	KIF11	Microcephaly-lymphedema-chorioretinopathy syndrome	2
2554	Ear-patella-short stature syndrome	CDC45	Ear-patella-short stature syndrome	2
2556	Microphthalmia with linear skin defects syndrome	NDUFB11	Microphthalmia with linear skin defects syndrome	2
575	Muckle-Wells syndrome	NLRP3	Muckle-Wells syndrome	2
2780	Osteopathia striata-cranial sclerosis syndrome	AMER1	Osteopathia striata-cranial sclerosis syndrome	2
2790	Endosteal hyperostosis, Worth type	LRP5	Endosteal hyperostosis, Worth type	2
2754	Orofaciodigital syndrome type 6	KIAA0753	Orofaciodigital syndrome type 6	2
254343	Autosomal recessive spastic ataxia-optic atrophy-dysarthria syndrome	MTPAP	Autosomal recessive spastic ataxia-optic atrophy-dysarthria syndrome	2
2753	Orofaciodigital syndrome type 4	TCTN3	Orofaciodigital syndrome type 4	2
2752	Orofaciodigital syndrome type 3	TMEM231	Orofaciodigital syndrome type 3	2
2751	Orofaciodigital syndrome type 2	NEK1	Orofaciodigital syndrome type 2	2
661	Congenital central hypoventilation syndrome	BDNF	Congenital central hypoventilation syndrome	2
254361	Plectin-related limb-girdle muscular dystrophy R17	PLEC	Plectin-related limb-girdle muscular dystrophy R17	2
2770	Nasu-Hakola disease	TYROBP	Nasu-Hakola disease	2
254334	Autosomal recessive intermediate Charcot-Marie-Tooth disease type B	KARS1	Autosomal recessive intermediate Charcot-Marie-Tooth disease type B	2
2791	Otodental syndrome	FGF3	Otodental syndrome	2
252212	Malignant triton tumor	HTRA1	Malignant triton tumor	2
2763	Osteocraniostenosis	FAM111A	Osteocraniostenosis	2
254525	Temple syndrome due to paternal 14q32.2 microdeletion	RTL1	Temple syndrome due to paternal 14q32.2 microdeletion	2
2796	Pachydermoperiostosis	HPGD	Pachydermoperiostosis	2
254528	Kagami-Ogata syndrome due to maternal 14q32.2 microdeletion	DLK1	Kagami-Ogata syndrome due to maternal 14q32.2 microdeletion	2
2789	Lateral meningocele syndrome	NOTCH3	Lateral meningocele syndrome	2
1388	Catel-Manzke syndrome	TGDS	Catel-Manzke syndrome	2
157820	Cold-induced sweating syndrome	CLCF1	Cold-induced sweating syndrome	2
3412	VACTERL with hydrocephalus	FANCB	VACTERL with hydrocephalus	2
1393	Cerebrocostomandibular syndrome	SNRPB	Cerebrocostomandibular syndrome	2
168606	Seborrhea-like dermatitis with psoriasiform elements	ZNF750	Seborrhea-like dermatitis with psoriasiform elements	2
168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency	CYP11A1	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency	2
168563	46,XY gonadal dysgenesis-motor and sensory neuropathy syndrome	DHH	46,XY gonadal dysgenesis-motor and sensory neuropathy syndrome	2
168566	Fatal mitochondrial disease due to combined oxidative phosphorylation defect type 3	TSFM	Fatal mitochondrial disease due to combined oxidative phosphorylation defect type 3	2
1310	Caffey disease	COL1A1	Caffey disease	2
168569	H syndrome	SLC29A3	H syndrome	2
1065	Aniridia-cerebellar ataxia-intellectual disability syndrome	PAX6	Aniridia-cerebellar ataxia-intellectual disability syndrome	2
168454	Spondyloepimetaphyseal dysplasia, Geneviève type	NANS	Spondyloepimetaphyseal dysplasia, Geneviève type	2
1143	Neurogenic arthrogryposis multiplex congenita	ERGIC1	Neurogenic arthrogryposis multiplex congenita	2
246	Postaxial acrofacial dysostosis	DHODH	Postaxial acrofacial dysostosis	2
1764	Familial dysautonomia	ELP1	Familial dysautonomia	2
235	Dubowitz syndrome	NSUN2	Dubowitz syndrome	2
239	Dyggve-Melchior-Clausen disease	DYM	Dyggve-Melchior-Clausen disease	2
45	Adenosine monophosphate deaminase deficiency	AMPD3	Adenosine monophosphate deaminase deficiency	2
226	Dihydropteridine reductase deficiency	QDPR	Dihydropteridine reductase deficiency	2
168598	Brain demyelination due to methionine adenosyltransferase deficiency	MAT1A	Brain demyelination due to methionine adenosyltransferase deficiency	2
168588	Hyperandrogenism due to cortisone reductase deficiency	HSD11B1	Hyperandrogenism due to cortisone reductase deficiency	2
168593	Sudden infant death-dysgenesis of the testes syndrome	TSPYL1	Sudden infant death-dysgenesis of the testes syndrome	2
36	Acrocallosal syndrome	KIF7	Acrocallosal syndrome	2
610	Bethlem myopathy	COL12A1	Bethlem myopathy	2
44	Neonatal adrenoleukodystrophy	PEX11B	Neonatal adrenoleukodystrophy	2
1059	Blue rubber bleb nevus	TEK	Blue rubber bleb nevus	2
22	Succinic semialdehyde dehydrogenase deficiency	ALDH5A1	Succinic semialdehyde dehydrogenase deficiency	2
29	Mevalonic aciduria	MVK	Mevalonic aciduria	2
30	Hereditary orotic aciduria	UMPS	Hereditary orotic aciduria	2
915	Aarskog-Scott syndrome	FGD1	Aarskog-Scott syndrome	2
168577	Hereditary cryohydrocytosis with reduced stomatin	SLC2A1	Hereditary cryohydrocytosis with reduced stomatin	2
168615	Hereditary persistence of alpha-fetoprotein	AFP	Hereditary persistence of alpha-fetoprotein	2
168612	Congenital deficiency in alpha-fetoprotein	AFP	Congenital deficiency in alpha-fetoprotein	2
168624	Familial scaphocephaly syndrome, McGillivray type	FGFR2	Familial scaphocephaly syndrome, McGillivray type	2
193	Cohen syndrome	VPS13B	Cohen syndrome	2
168583	Hereditary North American Indian childhood cirrhosis	UTP4	Hereditary North American Indian childhood cirrhosis	2
1369	Congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome	AGK	Congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome	2
1556	Cutis marmorata telangiectatica congenita	ARL6IP6	Cutis marmorata telangiectatica congenita	2
1496	Corpus callosum agenesis-neuronopathy syndrome	SLC12A6	Corpus callosum agenesis-neuronopathy syndrome	2
2118	Hawkinsinuria	HPD	Hawkinsinuria	2
178396	Hemorrhagic disease due to alpha-1-antitrypsin Pittsburgh mutation	SERPINA1	Hemorrhagic disease due to alpha-1-antitrypsin Pittsburgh mutation	2
3320	Thrombocytopenia-absent radius syndrome	RBM8A	Thrombocytopenia-absent radius syndrome	2
887	VACTERL/VATER association	HOXD13	VACTERL/VATER association	2
3447	Weaver syndrome	SUZ12	Weaver syndrome	2
1422	Chondrodysplasia-disorder of sex development syndrome	HHAT	Chondrodysplasia-disorder of sex development syndrome	2
178461	X-linked myopathy with postural muscle atrophy	FHL1	X-linked myopathy with postural muscle atrophy	2
178464	Hereditary myopathy with early respiratory failure	TTN	Hereditary myopathy with early respiratory failure	2
178400	Distal myopathy with anterior tibial onset	DYSF	Distal myopathy with anterior tibial onset	2
3204	Stormorken-Sjaastad-Langslet syndrome	STIM1	Stormorken-Sjaastad-Langslet syndrome	2
178389	Osteopetrosis-hypogammaglobulinemia syndrome	TNFRSF11A	Osteopetrosis-hypogammaglobulinemia syndrome	2
62	Alpha-sarcoglycan-related limb-girdle muscular dystrophy R3	SGCA	Alpha-sarcoglycan-related limb-girdle muscular dystrophy R3	2
178364	Syndromic microphthalmia type 5	OTX2	Syndromic microphthalmia type 5	2
715	Glycogen storage disease due to muscle phosphorylase kinase deficiency	PHKG1	Glycogen storage disease due to muscle phosphorylase kinase deficiency	2
178377	Osteosclerosis-developmental delay-craniosynostosis syndrome	LRP5	Osteosclerosis-developmental delay-craniosynostosis syndrome	2
348	Fructose-1,6-bisphosphatase deficiency	FBP1	Fructose-1,6-bisphosphatase deficiency	2
3205	Sturge-Weber syndrome	GNAQ	Sturge-Weber syndrome	2
587	Muir-Torre syndrome	MSH6	Muir-Torre syndrome	2
2053	Freeman-Sheldon syndrome	MYH3	Freeman-Sheldon syndrome	2
744	Proteus syndrome	AKT1	Proteus syndrome	2
1933	Mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria	SUCLA2	Mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria	2
1885	Isolated ectopia lentis	ADAMTSL4	Isolated ectopia lentis	2
2801	Juvenile Paget disease	TNFRSF11A	Juvenile Paget disease	2
2785	Osteopetrosis with renal tubular acidosis	CA2	Osteopetrosis with renal tubular acidosis	2
2746	Opsismodysplasia	INPPL1	Opsismodysplasia	2
2971	Peroxisomal acyl-CoA oxidase deficiency	ACOX1	Peroxisomal acyl-CoA oxidase deficiency	2
763	Pycnodysostosis	CTSK	Pycnodysostosis	2
560	Marshall syndrome	COL11A1	Marshall syndrome	2
2301	Congenital short bowel syndrome	CLMP	Congenital short bowel syndrome	2
2308	Jacobsen syndrome	FLI1	Jacobsen syndrome	2
2318	Joubert syndrome with oculorenal defect	TMEM231	Joubert syndrome with oculorenal defect	2
2253	Foveal hypoplasia-presenile cataract syndrome	PAX6	Foveal hypoplasia-presenile cataract syndrome	2
502	Trichorhinophalangeal syndrome type 2	EXT1	Trichorhinophalangeal syndrome type 2	2
477	KID syndrome	GJB6	KID syndrome	2
169157	T-B+ severe combined immunodeficiency due to CD45 deficiency	PTPRC	T-B+ severe combined immunodeficiency due to CD45 deficiency	2
773	Refsum disease	PEX7	Refsum disease	2
1465	Coffin-Siris syndrome	SMARCC2	Coffin-Siris syndrome	2
163649	Spondyloepiphyseal dysplasia-craniosynostosis-cleft palate-cataracts-intellectual disability syndrome	MIR140	Spondyloepiphyseal dysplasia-craniosynostosis-cleft palate-cataracts-intellectual disability syndrome	2
163985	Hyperekplexia-epilepsy syndrome	ARHGEF9	Hyperekplexia-epilepsy syndrome	2
1941	Juvenile absence epilepsy	EFHC1	Juvenile absence epilepsy	2
731	Autosomal recessive polycystic kidney disease	PKHD1	Autosomal recessive polycystic kidney disease	2
165805	Familial mesial temporal lobe epilepsy with febrile seizures	CPA6	Familial mesial temporal lobe epilepsy with febrile seizures	2
166011	Multiple epiphyseal dysplasia, Beighton type	COL2A1	Multiple epiphyseal dysplasia, Beighton type	2
280	Wolf-Hirschhorn syndrome	LETM1	Wolf-Hirschhorn syndrome	2
508	Leprechaunism	INSR	Leprechaunism	2
163976	X-linked intellectual disability, Van Esch type	POLA1	X-linked intellectual disability, Van Esch type	2
2182	Hydrocephalus with stenosis of the aqueduct of Sylvius	L1CAM	Hydrocephalus with stenosis of the aqueduct of Sylvius	2
163634	Maffucci syndrome	IDH1	Maffucci syndrome	2
649	Norrie disease	NDP	Norrie disease	2
163727	Rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome	TBC1D24	Rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome	2
163684	Leukoencephalopathy-dystonia-motor neuropathy syndrome	SCP2	Leukoencephalopathy-dystonia-motor neuropathy syndrome	2
163681	CNTNAP2-related developmental and epileptic encephalopathy	CNTNAP2	CNTNAP2-related developmental and epileptic encephalopathy	2
163956	X-linked intellectual disability, Nascimento type	UBE2A	X-linked intellectual disability, Nascimento type	2
163966	X-linked dominant chondrodysplasia, Chassaing-Lacombe type	HDAC6	X-linked dominant chondrodysplasia, Chassaing-Lacombe type	2
163696	Action myoclonus-renal failure syndrome	SCARB2	Action myoclonus-renal failure syndrome	2
166105	FASTKD2-related infantile mitochondrial encephalomyopathy	FASTKD2	FASTKD2-related infantile mitochondrial encephalomyopathy	2
166035	Brachydactyly-short stature-retinitis pigmentosa syndrome	CWC27	Brachydactyly-short stature-retinitis pigmentosa syndrome	2
585	Multiple sulfatase deficiency	SUMF1	Multiple sulfatase deficiency	2
166063	Pontocerebellar hypoplasia type 4	TSEN54	Pontocerebellar hypoplasia type 4	2
166073	Pontocerebellar hypoplasia type 6	RARS2	Pontocerebellar hypoplasia type 6	2
366	Glycogen storage disease due to glycogen debranching enzyme deficiency	AGL	Glycogen storage disease due to glycogen debranching enzyme deficiency	2
371	Glycogen storage disease due to muscle phosphofructokinase deficiency	PFKM	Glycogen storage disease due to muscle phosphofructokinase deficiency	2
166108	Intellectual disability, Birk-Barel type	KCNK9	Intellectual disability, Birk-Barel type	2
163937	X-linked intellectual disability, Najm type	CASK	X-linked intellectual disability, Najm type	2
166272	Odontochondrodysplasia	TRIP11	Odontochondrodysplasia	2
812	Sialidosis type 1	NEU1	Sialidosis type 1	2
166282	Familial sick sinus syndrome	MYH6	Familial sick sinus syndrome	2
166286	Porokeratotic eccrine ostial and dermal duct nevus	GJB2	Porokeratotic eccrine ostial and dermal duct nevus	2
597	Central core disease	RYR1	Central core disease	2
163746	Peripheral demyelinating neuropathy-central dysmyelinating leukodystrophy-Waardenburg syndrome-Hirschsprung disease	SOX10	Peripheral demyelinating neuropathy-central dysmyelinating leukodystrophy-Waardenburg syndrome-Hirschsprung disease	2
16	Blue cone monochromatism	OPN1LW	Blue cone monochromatism	2
163693	2p21 microdeletion syndrome	PPM1B	2p21 microdeletion syndrome	2
168796	Heart-hand syndrome, Slovenian type	LMNA	Heart-hand syndrome, Slovenian type	2
1349	Mitochondrial DNA-related cardiomyopathy and hearing loss	MT-TK	Mitochondrial DNA-related cardiomyopathy and hearing loss	2
97	Familial paroxysmal ataxia	CACNA1A	Familial paroxysmal ataxia	2
1000	Ocular albinism with late-onset sensorineural deafness	AP3D1	Ocular albinism with late-onset sensorineural deafness	2
171607	X-linked spastic paraplegia type 34	SPG34	X-linked spastic paraplegia type 34	2
2771	Bruck syndrome	FKBP10	Bruck syndrome	2
171612	Autosomal dominant spastic paraplegia type 37	KPNA3	Autosomal dominant spastic paraplegia type 37	2
171617	Autosomal dominant spastic paraplegia type 38	SPG38	Autosomal dominant spastic paraplegia type 38	2
171622	Autosomal recessive spastic paraplegia type 32	SPG32	Autosomal recessive spastic paraplegia type 32	2
1646	Partial chromosome Y deletion	TSPY1	Partial chromosome Y deletion	2
171629	Autosomal recessive spastic paraplegia type 35	FA2H	Autosomal recessive spastic paraplegia type 35	2
308	Progressive myoclonic epilepsy type 1	PRICKLE1	Progressive myoclonic epilepsy type 1	2
169079	Cernunnos-XLF deficiency	NHEJ1	Cernunnos-XLF deficiency	2
169100	Immunodeficiency due to CD25 deficiency	IL2RA	Immunodeficiency due to CD25 deficiency	2
169095	Severe combined immunodeficiency due to FOXN1 deficiency	FOXN1	Severe combined immunodeficiency due to FOXN1 deficiency	2
868	Triose phosphate-isomerase deficiency	TPI1	Triose phosphate-isomerase deficiency	2
169464	Primary CD59 deficiency	CD59	Primary CD59 deficiency	2
258	Laminin subunit alpha 2-related congenital muscular dystrophy	LAMA2	Laminin subunit alpha 2-related congenital muscular dystrophy	2
163690	Hypotonia-cystinuria syndrome	PREPL	Hypotonia-cystinuria syndrome	2
800	Schwartz-Jampel syndrome	HSPG2	Schwartz-Jampel syndrome	2
648	Noonan syndrome	SOS2	Noonan syndrome	2
752	46,XY disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency	HSD17B3	46,XY disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency	2
640	Hereditary neuropathy with liability to pressure palsies	PMP22	Hereditary neuropathy with liability to pressure palsies	2
895	Waardenburg syndrome type 2	EDNRB	Waardenburg syndrome type 2	2
857	Townes-Brocks syndrome	DACT1	Townes-Brocks syndrome	2
894	Waardenburg syndrome type 1	PAX3	Waardenburg syndrome type 1	2
107	BOR syndrome	SIX5	BOR syndrome	2
540	Familial hemophagocytic lymphohistiocytosis	STXBP2	Familial hemophagocytic lymphohistiocytosis	2
794	Saethre-Chotzen syndrome	TWIST1	Saethre-Chotzen syndrome	2
912	Zellweger syndrome	PEX6	Zellweger syndrome	2
14	Abetalipoproteinemia	MTTP	Abetalipoproteinemia	2
167	Chédiak-Higashi syndrome	LYST	Chédiak-Higashi syndrome	2
201	Cowden syndrome	KLLN	Cowden syndrome	2
192	Coffin-Lowry syndrome	RPS6KA3	Coffin-Lowry syndrome	2
178345	Aromatase excess syndrome	CYP19A1	Aromatase excess syndrome	2
178355	Smith-McCort dysplasia	RAB33B	Smith-McCort dysplasia	2
178338	UV-sensitive syndrome	UVSSA	UV-sensitive syndrome	2
1229	Congenital intrauterine infection-like syndrome	OCLN	Congenital intrauterine infection-like syndrome	2
139406	Encephalopathy due to prosaposin deficiency	PSAP	Encephalopathy due to prosaposin deficiency	2
1010	Autosomal dominant palmoplantar keratoderma and congenital alopecia	GJA1	Autosomal dominant palmoplantar keratoderma and congenital alopecia	2
1001	2q37 microdeletion syndrome	HDAC4	2q37 microdeletion syndrome	2
127	Borjeson-Forssman-Lehmann syndrome	PHF6	Borjeson-Forssman-Lehmann syndrome	2
1263	Boomerang dysplasia	FLNB	Boomerang dysplasia	2
1231	Barber-Say syndrome	TWIST2	Barber-Say syndrome	2
137625	Glycogen storage disease due to muscle and heart glycogen synthase deficiency	GYS1	Glycogen storage disease due to muscle and heart glycogen synthase deficiency	2
1031	Enamel-renal syndrome	FAM20A	Enamel-renal syndrome	2
1299	Branchioskeletogenital syndrome	CDH11	Branchioskeletogenital syndrome	2
1300	Autosomal dominant popliteal pterygium syndrome	IRF6	Autosomal dominant popliteal pterygium syndrome	2
137667	Capillary malformation-arteriovenous malformation	EPHB4	Capillary malformation-arteriovenous malformation	2
137634	Overgrowth-macrocephaly-facial dysmorphism syndrome	RNF135	Overgrowth-macrocephaly-facial dysmorphism syndrome	2
1297	Branchio-oculo-facial syndrome	TFAP2A	Branchio-oculo-facial syndrome	2
137639	Hypomyelinating leukodystrophy-ataxia-hypodontia-hypomyelination syndrome	POLR3A	Hypomyelinating leukodystrophy-ataxia-hypodontia-hypomyelination syndrome	2
64	Alström syndrome	ALMS1	Alström syndrome	2
968	Acromesomelic dysplasia, Hunter-Thompson type	GDF5	Acromesomelic dysplasia, Hunter-Thompson type	2
1275	Brachydactyly-elbow wrist dysplasia syndrome	PITX1	Brachydactyly-elbow wrist dysplasia syndrome	2
1106	Microphthalmia with limb anomalies	SMOC1	Microphthalmia with limb anomalies	2
955	Hajdu-Cheney syndrome	NOTCH2	Hajdu-Cheney syndrome	2
1713	17p11.2 microduplication syndrome	RAI1	17p11.2 microduplication syndrome	2
156	Carnitine palmitoyl transferase 1A deficiency	CPT1A	Carnitine palmitoyl transferase 1A deficiency	2
2598	Mitochondrial myopathy and sideroblastic anemia	YARS2	Mitochondrial myopathy and sideroblastic anemia	2
1052	Mosaic variegated aneuploidy syndrome	BUB3	Mosaic variegated aneuploidy syndrome	2
1040	Metaphyseal anadysplasia	MMP9	Metaphyseal anadysplasia	2
994	Fetal akinesia deformation sequence	NUP88	Fetal akinesia deformation sequence	2
959	Acro-renal-ocular syndrome	SALL4	Acro-renal-ocular syndrome	2
51	Aicardi-Goutières syndrome	IFIH1	Aicardi-Goutières syndrome	2
978	ADULT syndrome	TP63	ADULT syndrome	2
970	Hereditary sensory and autonomic neuropathy type 2	KIF1A	Hereditary sensory and autonomic neuropathy type 2	2
40	Acromesomelic dysplasia, Maroteaux type	NPR2	Acromesomelic dysplasia, Maroteaux type	2
969	Acromicric dysplasia	LTBP3	Acromicric dysplasia	2
974	Adams-Oliver syndrome	DLL4	Adams-Oliver syndrome	2
1276	Brachydactyly-arterial hypertension syndrome	PDE3A	Brachydactyly-arterial hypertension syndrome	2
137605	Legius syndrome	SPRED1	Legius syndrome	2
921	Abruzzo-Erickson syndrome	TBX22	Abruzzo-Erickson syndrome	2
1490	Corneal dystrophy-perceptive deafness syndrome	SLC4A11	Corneal dystrophy-perceptive deafness syndrome	2
1458	CODAS syndrome	LONP1	CODAS syndrome	2
1454	Joubert syndrome with hepatic defect	INPP5E	Joubert syndrome with hepatic defect	2
190	Coats disease	NDP	Coats disease	2
1426	Greenberg dysplasia	LBR	Greenberg dysplasia	2
1427	Otospondylomegaepiphyseal dysplasia	COL11A2	Otospondylomegaepiphyseal dysplasia	2
1435	Xq21 microdeletion syndrome	POU3F4	Xq21 microdeletion syndrome	2
1466	COFS syndrome	ERCC1	COFS syndrome	2
1200	Burn-McKeown syndrome	TXNL4A	Burn-McKeown syndrome	2
1412	Tarsal-carpal coalition syndrome	NOG	Tarsal-carpal coalition syndrome	2
1416	Familial calcium pyrophosphate deposition	ANKH	Familial calcium pyrophosphate deposition	2
1394	Cerebrofaciothoracic dysplasia	TMCO1	Cerebrofaciothoracic dysplasia	2
1425	Desbuquois syndrome	XYLT1	Desbuquois syndrome	2
156728	Spondyloepimetaphyseal dysplasia, matrilin-3 type	MATN3	Spondyloepimetaphyseal dysplasia, matrilin-3 type	2
163	Hereditary hyperferritinemia-cataract syndrome	FTL	Hereditary hyperferritinemia-cataract syndrome	2
141258	Tessier number 4 facial cleft	SPECC1L	Tessier number 4 facial cleft	2
137908	Hypotonia with lactic acidemia and hyperammonemia	MRPS22	Hypotonia with lactic acidemia and hyperammonemia	2
137834	Frank-Ter Haar syndrome	SH3PXD2B	Frank-Ter Haar syndrome	2
1149	Kuskokwim syndrome	FKBP10	Kuskokwim syndrome	2
137831	X-linked intellectual disability-cerebellar hypoplasia syndrome	OPHN1	X-linked intellectual disability-cerebellar hypoplasia syndrome	2
137681	Hepatoencephalopathy due to combined oxidative phosphorylation defect type 1	GFM1	Hepatoencephalopathy due to combined oxidative phosphorylation defect type 1	2
137678	Spondyloepiphyseal dysplasia with metatarsal shortening	COL2A1	Spondyloepiphyseal dysplasia with metatarsal shortening	2
137754	Neurological conditions associated with aminoacylase 1 deficiency	ACY1	Neurological conditions associated with aminoacylase 1 deficiency	2
1145	Infantile-onset X-linked spinal muscular atrophy	UBA1	Infantile-onset X-linked spinal muscular atrophy	2
137776	Lethal congenital contracture syndrome type 2	ERBB3	Lethal congenital contracture syndrome type 2	2
137783	Lethal congenital contracture syndrome type 3	MYBPC1	Lethal congenital contracture syndrome type 3	2
1187	Lethal ataxia with deafness and optic atrophy	PRPS1	Lethal ataxia with deafness and optic atrophy	2
1215	Autosomal dominant optic atrophy plus syndrome	OPA1	Autosomal dominant optic atrophy plus syndrome	2
1225	Baller-Gerold syndrome	RECQL4	Baller-Gerold syndrome	2
